buggy_AG,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,1,1,1,0,1,1,2630,0,29,6.47,541,819,499,64
clean,clean,1,1,1,0,1,1,3419,0,29,4.29,575,820,500,65
clean,clean,1,4,6,1.90684,52,60,454,1,2,252.81,0.83,2165,689.34,91
clean,clean,2,7,16,3.20861,272,33,261.94,0,9,88.17,2.81,2166,690.34,306
clean,clean,2,6,6,2.05827,394,14,18.17,0,6,0.83,1.5,2167,691.33,215
clean,clean,1,1,1,0,20,3,2629,0,29,0.89,542,433,290.9,119
clean,clean,1,1,1,0,20,3,2630,0,29,0.43,542,434,291.9,120
clean,clean,1,4,4,1.67243,56,13,138.5,0,1,1.62,0.75,2168,691.82,216
clean,clean,2,6,7,2.11658,109,36,634.29,0,29,113.15,84.14,258,76.54,57
clean,clean,1,1,1,0,1,1,2072,0,27,2.2,430,821,499.5,66
clean,clean,1,2,2,0.672295,15,2,160,1,1,249.6,1,334,102.12,27
clean,clean,1,1,1,0,1,1,118,0,1,2.79,2,2169,690.73,217
clean,clean,1,1,1,0,5,0,207,0,4,93.73,14,2170,691.72,161
buggy,buggy,3,25,26,3.57682,265,503,129.69,1,19,23.05,4.92,2171,692.72,200
clean,clean,3,10,10,2.71546,332,101,152.9,0,14,32.75,9.6,2172,693.71,474
clean,clean,1,1,1,0,4,0,479,0,5,113.79,36,2173,694.71,38
clean,clean,0,0,0,0,0,0,0,0,0,0,0,435,290.03,0
clean,clean,2,3,3,1.5656,7,8,1307.67,0,29,11.6,194,822,497.08,276
clean,clean,1,1,1,0,46,0,3441,0,29,0.03,578,436,290.93,121
buggy,buggy,1,4,4,2,4,4,93.25,0,3,345.27,3,823,497.96,158
clean,clean,1,1,1,0,1,1,130,0,1,318.04,2,824,498.95,159
clean,clean,1,1,1,0,6,1,92,0,6,10.07,9,825,499.9,210
clean,clean,1,1,1,0,1,1,1809,0,8,5.73,35,826,500.89,131
clean,clean,1,1,1,0,11,6,142,0,2,133.22,3,827,501.08,211
clean,clean,1,9,9,2.63616,421,0,0,0,0,0,0,2174,693.22,2
clean,clean,3,12,20,2.47311,372,281,279.7,1,11,101.94,5.4,2175,694.21,352
clean,clean,1,5,5,1.26807,29,29,555.4,0,4,137.27,1.4,437,291.17,84
buggy,buggy,1,1,12,3.1207,145,140,351.5,0,6,135.92,1.67,438,292.16,85
clean,clean,1,1,7,2.27456,83,83,265.14,0,2,208.11,1.57,439,293.15,86
clean,clean,1,3,10,2.7896,82,82,150.9,0,6,97.83,0.9,440,294.15,87
clean,clean,1,4,6,1.862,154,169,161.83,1,5,16.65,2.83,828,501.24,212
clean,clean,1,1,1,0,1,1,1870,0,8,0.81,37,829,502.2,132
clean,clean,1,4,5,1.78793,150,169,141.6,1,6,86.57,2.4,830,503.18,213
clean,clean,1,1,1,0,10,0,165,0,5,16.59,8,831,504.14,214
clean,clean,1,1,1,0,2,2,86,0,1,7.77,1,2176,694.48,95
clean,clean,1,1,1,0,3,0,483,0,5,4.28,37,2177,695.47,40
clean,clean,1,7,7,1.95863,162,15,42.29,0,5,4.41,1.29,2178,696.45,220
clean,clean,1,1,1,0,9,2,273,1,3,1.3,6,2179,697.22,96
clean,clean,1,1,1,0,7,4,97,0,1,125.97,2,2180,697.7,164
clean,clean,1,1,1,0,36,25,422,1,2,135.48,3,832,504.05,215
buggy,buggy,1,1,1,0,36,25,422,1,1,324.25,1,833,505.05,216
clean,clean,1,11,11,3.45865,28,262,99.64,0,2,6.13,0.45,834,505.96,0
clean,clean,1,1,1,0,5,2,161,1,3,23.34,7,835,506.94,217
clean,clean,1,1,1,0,5,2,101,1,2,90.3,4,836,507.94,218
clean,clean,1,1,1,0,0,45,45,0,4,18.48,8,2181,698.11,221
clean,clean,1,1,1,0,4,1,78,0,3,24.06,4,837,508.41,219
clean,clean,1,1,1,0,4,1,79,0,1,324.96,1,838,509.41,220
clean,clean,4,7,7,2.23299,72,37,197.57,0,14,64.3,13.71,2182,698.13,306
clean,clean,3,31,34,4.38855,208,162,138.53,1,11,86.32,2.53,2183,699.12,324
clean,clean,6,22,22,4.04028,178,119,166.36,1,15,29.95,5.5,2184,698.81,572
clean,clean,2,3,6,1.85644,114,5,116.17,0,1,10.38,0.83,2185,699.61,324
clean,clean,1,14,35,4.80895,2681,0,0,0,0,0,0,839,506.87,160
clean,clean,1,1,1,0,1,1,230,0,18,22.97,30,840,507.85,68
clean,clean,1,1,1,0,1,1,227,0,19,20.05,35,841,508.85,69
clean,clean,1,1,1,0,19,0,0,0,0,0,0,2186,700.07,225
clean,clean,1,1,1,0,8,6,125,1,1,328.92,1,2187,701.07,101
clean,clean,1,2,3,1.3466,19,11,828.33,1,8,5.38,15,93,66.06,11
clean,clean,2,46,58,4.46985,147,88,144.57,1,13,161.35,1.26,2188,701.9,328
clean,clean,1,1,1,0,2,26,377,0,2,8.25,5,842,509.62,221
clean,clean,1,42,56,5.26625,121,134,270.18,1,12,187.25,1.34,2189,702.6,227
clean,clean,1,1,1,0,1,1,3487,0,29,8.59,579,2190,703.59,117
clean,clean,1,1,1,0,2,2,101,1,1,195.32,2,843,510,133
clean,clean,1,1,1,0,2,2,101,1,1,195.32,2,844,511,134
clean,clean,1,1,1,0,1,1,692,0,1,329.85,1,845,512,135
clean,clean,1,1,1,0,1,1,692,0,1,329.85,1,846,513,136
clean,clean,1,3,3,1.52193,5,5,309,0,6,45.94,5,94,66.92,40
clean,clean,1,3,3,1.52193,5,5,309,0,6,73.12,4.67,95,67.92,41
clean,clean,1,2,3,1.3466,11,19,831,1,8,1.01,15.33,2191,704.27,103
clean,clean,1,1,1,0,20,11,175,0,5,6.94,9,847,513.83,222
clean,clean,1,1,1,0,1,0,75,0,5,23.61,7,848,514.77,223
clean,clean,1,3,9,2.96339,423,76,26.33,0,5,55.26,0.67,259,76.56,24
clean,clean,1,7,7,2.80735,0,7,105.43,0,2,69.56,0.86,228,133.47,11
buggy,buggy,1,1,1,0,1,1,2647,0,29,15.05,543,441,290.21,122
clean,clean,1,1,1,0,13,5,100,0,2,6.73,3,442,291.18,71
clean,clean,1,1,1,0,15,4,97,0,1,378.49,1,443,292.18,72
clean,clean,1,1,1,0,2,2,986,1,6,140.08,11,2192,704.48,228
clean,clean,1,2,2,0.863121,28,0,107,0,6,26.62,6,444,293.16,88
clean,clean,1,2,2,0.97887,30,11,543,0,6,0.59,7,260,77.48,25
clean,clean,1,4,11,3.06848,178,12,75.09,0,6,82.67,1.91,96,68.71,42
clean,clean,1,3,3,1.58496,3,3,935.33,1,6,9.68,6.67,2193,705.03,229
clean,clean,1,1,1,0,3,3,963,1,4,45.41,6,2194,706.03,230
clean,clean,3,5,8,1.34722,104,26,406.38,1,10,38.46,9.88,2195,707.02,378
clean,clean,1,1,1,0,1,2,155,0,6,0.83,10,445,293.69,89
clean,clean,1,3,10,2.18217,117,172,264.6,1,2,325.61,0.3,849,514.16,224
clean,clean,1,3,10,2.18217,117,172,264.6,1,4,221.48,0.5,850,515.16,225
clean,clean,2,3,3,0.946373,12,2,759.67,0,9,3.52,22,2196,707.7,149
clean,clean,1,1,3,1.21133,94,0,13.33,0,4,32.54,2.33,97,69.62,0
clean,clean,1,1,2,1,2,2,45,0,1,0,0.5,98,70.62,1
clean,clean,1,1,1,0,29,34,100,0,1,3.78,3,2197,708.66,106
clean,clean,1,1,1,0,2,2,95,0,1,0.01,4,2198,709.65,107
clean,clean,1,1,3,1.26108,134,62,118.67,0,3,59.31,1.33,851,513.33,226
clean,clean,1,3,11,2.91392,249,104,121,0,7,119.01,1.09,446,292.85,90
clean,clean,1,3,11,2.91392,249,104,120.82,0,5,151.81,0.73,447,293.85,91
clean,clean,1,1,1,0,20,20,476,0,2,12.7,5,448,294.85,92
clean,clean,1,1,1,0,21,37,173,0,3,0.3,5,852,514.06,227
clean,clean,1,1,1,0,2,2,34,0,1,6.4,1,853,514.99,161
clean,clean,1,3,5,1.5,2,2,33.4,0,12,49.31,6.4,449,295.33,49
clean,clean,1,1,1,0,1,1,3487,0,29,6.35,580,450,296.33,123
clean,clean,1,1,1,0,2,2,150,0,5,89.58,8,451,297.33,93
clean,clean,1,1,2,0.038404,1952,0,140,0,3,6.26,3.5,99,71.01,12
clean,clean,1,1,1,0,0,1944,1944,0,1,0,1,100,72.01,13
clean,clean,1,1,1,0,5,0,62,0,3,8.07,5,101,73.01,2
clean,clean,3,8,9,1.94197,35,196,151.78,0,14,37.9,9.22,102,74,10
clean,clean,1,1,1,0,10,3,373,0,8,94.83,79,452,298.23,28
clean,clean,1,2,2,1,52,110,708.5,0,16,17.37,40,854,515.09,45
clean,clean,3,9,13,2.96275,353,105,94.46,0,4,10.58,1.92,261,78.02,34
buggy,buggy,1,1,1,0,1,1,81,0,4,31.37,5,103,74.71,43
clean,clean,2,7,16,3.16124,147,70,340.94,0,29,169.71,37,855,514.62,298
clean,clean,1,1,1,0,6,6,34,0,1,31.42,2,2199,705.96,232
clean,clean,1,1,1,0,11,0,70,0,3,13.56,5,104,75.7,4
clean,clean,2,3,3,1.02523,138,8,1288,0,29,10.6,195.33,856,515.49,300
clean,clean,2,3,3,1.26585,42,49,1312.33,0,29,0.09,195.67,857,516.45,302
clean,clean,1,1,1,0,21,10,1944,0,8,6.13,43,105,76.68,14
clean,clean,1,1,1,0,2,1,98,1,3,103.98,8,106,77.68,44
clean,clean,1,6,11,2.36816,174,58,209.91,0,7,79.69,2.27,453,297.61,94
clean,clean,1,6,13,3.17681,168,42,196.92,0,6,120.18,1.54,454,298.6,95
clean,clean,1,1,1,0,16,2,258,0,3,150.07,6,107,78.54,45
buggy,buggy,1,10,12,2.39661,27,80,95.33,0,1,9.99,0.08,858,516.69,162
clean,clean,0,0,0,0,0,0,0,0,0,0,0,859,517.68,0
clean,clean,1,1,2,0.99339,115,0,0,0,0,0,0,860,518.68,163
clean,clean,1,12,20,1.19818,7,6,91.75,0,1,5.5,0.15,861,519.68,164
clean,clean,1,1,1,0,2,0,380,0,8,2.96,80,455,299.5,29
clean,clean,1,1,2,0.996316,24,4,63.5,0,3,134.38,4.5,456,300.47,30
clean,clean,1,2,5,1.64329,31,18,116.4,0,6,25.83,4.8,108,79.5,46
clean,clean,1,1,2,0.996792,42,3,71.5,0,2,239.58,3.5,457,301.39,31
clean,clean,1,1,1,0,1,1,3600,0,29,1.32,584,862,520.23,73
clean,clean,1,2,4,1.46539,81,35,282,0,3,85.66,2.25,863,521.14,231
clean,clean,1,1,1,0,10,0,3600,0,29,0.53,585,864,521.73,74
clean,clean,1,9,9,2.64952,91,51,120.33,0,1,0.03,0.11,2201,706.38,234
clean,clean,3,3,3,1.5814,79,34,1275.33,0,29,55.63,199.67,2203,708.13,357
clean,clean,1,4,5,1.9263,73,21,222.8,0,3,70.36,2.4,865,521.43,232
clean,clean,1,3,3,1.32352,72,6,27,0,3,1.37,2,109,79.99,5
clean,clean,1,4,4,1.87433,197,0,0,0,0,0,0,110,80.99,6
clean,clean,1,5,5,1.97489,442,0,16.8,0,3,0,1.4,111,81.99,7
clean,clean,1,2,2,0.877962,23,14,219,0,1,3.51,1.5,866,521.42,165
clean,clean,1,1,1,0,13,13,141,0,1,0,4,867,522.41,166
clean,clean,1,1,6,2.14693,139,7,56.17,0,3,23.7,1.33,868,522.96,233
clean,clean,1,1,1,0,7,1,401,0,3,20.74,7,262,78.54,5
clean,clean,1,1,1,0,1,0,136,0,5,36.47,12,263,79.54,6
clean,clean,1,1,1,0,1,1,97,0,2,5.97,2,264,80.54,27
buggy,buggy,1,3,3,1.19417,18,0,136.33,0,7,22.25,4,265,81.54,28
clean,clean,1,2,2,0.940286,13,1,37.5,0,3,19.72,2,112,82.82,8
clean,clean,1,2,2,0.918296,147,0,0,0,0,0,0,113,83.82,9
clean,clean,1,2,2,0.920562,146,0,0,0,0,0,0,114,84.82,10
clean,clean,1,10,10,2.64624,87,28,97,0,3,7.46,1,115,85.82,11
buggy,buggy,0,0,0,0,0,0,0,0,0,0,0,869,523.82,0
clean,clean,1,1,1,0,15,12,306,0,1,0.63,4,870,524.82,167
clean,clean,1,2,2,0.999588,2,1211,679.5,0,16,6.81,40.5,116,86.8,7
clean,clean,3,12,15,2.87221,104,94,375.87,0,30,174.95,42.13,871,525.77,311
clean,clean,1,1,1,0,1,1,1955,1,8,5.77,44,117,87.66,15
buggy,buggy,1,4,5,1.28452,77,5,140,0,1,10.22,1,872,525.97,168
clean,clean,1,3,3,1.52193,5,5,108,0,5,108.11,3,118,88.63,47
clean,clean,1,3,3,1.52193,5,5,100,0,6,80.31,4.33,119,89.63,48
clean,clean,1,1,1,0,52,52,141,0,1,1.58,5,873,526.93,169
clean,clean,1,2,2,0.391244,13,13,71,0,1,7.55,3,874,527.92,170
clean,clean,1,2,2,0.996792,11,4,248,0,4,37.54,6,120,90.62,49
clean,clean,1,3,3,1.58496,15,6,113,0,7,131.95,3.67,121,91.61,50
clean,clean,2,6,6,2.42564,59,57,690.67,0,29,15.97,99.67,875,528.82,311
clean,clean,1,3,3,0.906842,0,76,54.33,0,3,14.46,3.67,122,92.56,12
clean,clean,1,1,2,0.249882,20,4,343,0,5,33.6,7,876,529.12,236
clean,clean,1,1,1,0,2,1,312,0,3,262.83,17,877,530.06,10
clean,clean,1,4,4,2,12,0,136,0,5,28.63,4.5,123,93.42,51
buggy,buggy,1,1,2,0,1,1,0.5,0,1,9.32,0.5,31,16.64,8
clean,clean,2,2,2,0.742488,17,2,1038.5,1,8,72.88,25,124,94.25,18
clean,clean,1,2,4,1.14511,17,9,247.75,0,7,30.21,6.75,125,95.23,52
clean,clean,1,1,1,0,1,1,124,0,3,9.83,5,126,96.23,13
clean,clean,2,37,40,4.33408,671,304,76.25,0,7,113.91,1.3,878,529.98,238
clean,clean,2,4,4,1.37384,0,98,1023.25,0,29,2.31,149,879,530.86,315
clean,clean,1,1,1,0,0,97,379,0,14,11.12,73,2204,703.67,167
clean,clean,1,1,1,0,5,1,3536,0,29,1.74,590,880,530.21,78
clean,clean,1,1,1,0,33,0,360,0,3,129.74,3,2205,703.27,108
clean,clean,3,19,19,4.09854,38,47,310.32,0,30,73.26,33.79,2206,704.27,362
clean,clean,2,2,2,1,2,2,1924.5,0,29,21.37,300,881,530.08,216
clean,clean,1,1,1,0,0,31,210,0,11,45.55,32,229,129.91,31
clean,clean,1,2,2,0.934068,32,8,94,0,3,8.91,3.5,230,130.91,0
clean,clean,1,1,1,0,1,1,92,0,3,174.06,9,231,131.9,32
clean,clean,1,1,2,0.543564,8,0,297.5,0,3,9.62,5.5,882,530.21,239
clean,clean,3,4,9,2.5275,2,19,424,0,29,82.64,68.44,883,531.2,129
clean,clean,1,1,1,0,0,7,179,0,11,0.17,33,232,132.87,32
clean,clean,3,4,9,2.5275,2,19,327.22,0,29,124.14,62,884,532.17,132
clean,clean,1,2,2,0.783777,9,21,106,0,4,0.18,4,233,133.87,1
clean,clean,1,1,1,0,6,4,90,0,1,10.87,2,458,295.7,96
clean,clean,1,2,4,1.6807,26,8,166.5,1,4,261.92,1,885,532.31,240
clean,clean,1,1,2,0.039501,189,47,162,0,4,27.56,5.5,127,96.13,53
buggy,buggy,1,2,4,1.6807,26,8,166.5,1,3,329.69,0.75,886,533.3,241
clean,clean,1,4,5,1.97849,70,30,474.8,0,4,192.32,2.6,2207,703.5,238
clean,clean,1,2,3,0.732339,65,111,230,0,5,42.15,7.33,128,97.05,54
clean,clean,1,1,1,0,1,1,3541,0,29,1.96,594,887,533.33,82
clean,clean,1,1,1,0,1,1,2647,0,29,1.94,545,888,534.33,83
clean,clean,1,3,10,2.00245,199,52,131.4,0,7,17.14,2.8,129,97.91,55
clean,clean,1,1,1,0,1,1,82,0,1,3.8,1,130,98.08,56
clean,clean,1,2,3,1.23535,22,6,782,0,8,127.51,17.67,131,99.08,17
clean,clean,1,1,1,0,2,2,3541,0,29,4,595,459,293.77,124
clean,clean,1,1,1,0,2,2,2647,0,29,4,546,460,294.77,125
clean,clean,1,1,1,0,2,2,2072,0,27,38.93,431,461,295.77,126
buggy,buggy,1,2,3,1.23535,22,6,713,0,6,200.03,12,132,100.02,18
clean,clean,1,12,12,3.57381,150,8,96.25,0,4,12.62,1.5,133,101.02,14
clean,clean,3,6,6,1.9703,70,29,673.67,0,29,52.02,100.5,2209,701.66,469
clean,clean,1,13,13,3.43398,227,482,79.23,0,3,14.34,1.15,134,101.97,15
clean,clean,1,1,1,0,18,0,3525,0,29,0.87,597,462,296.18,127
clean,clean,1,2,2,0.629249,16,3,160,1,1,289.14,1,463,296.73,97
clean,clean,2,2,4,1.07631,102,23,980.25,1,29,179.41,149.75,2210,701.08,231
clean,clean,1,1,1,0,5,0,181,0,5,52.36,14,889,528.85,138
clean,clean,1,2,2,0,0,7,93.5,0,12,186.2,18,890,529.82,5
clean,clean,1,1,1,0,2,2,2072,0,27,3.16,432,32,17.26,9
buggy,buggy,1,1,1,0,1,1,2072,0,27,0.03,433,33,18.26,10
clean,clean,1,4,4,1.88969,98,28,36.25,0,1,49.22,0.75,891,529.93,242
clean,clean,3,6,7,2.26372,24,29,642.29,1,29,99.36,88.29,2211,700.71,474
clean,clean,2,2,4,1.92072,293,29,98.25,0,3,2.76,1,2212,701.7,354
clean,clean,1,1,1,0,0,6,208,0,6,34.23,12,2213,702.33,113
clean,clean,3,7,10,2.10093,135,37,433.6,1,29,164.89,56.7,2214,703.01,480
clean,clean,1,1,1,0,0,5,217,0,5,58.68,7,234,131.89,53
clean,clean,2,2,2,0.99403,0,11,1412,0,29,30.42,275,235,132.88,130
clean,clean,2,21,39,2.17932,253,13,239.79,0,19,124.36,4.77,2215,701.57,283
clean,clean,2,19,30,3.95599,2090,15,64.17,0,12,33.13,0.93,0,0,0
clean,clean,1,1,1,0,52,0,0,0,0,0,0,2216,701.89,116
clean,clean,3,6,7,2.65656,15,15,539.43,1,29,39.49,81,892,525.21,466
clean,clean,1,1,1,0,1,0,61,0,3,265.75,8,464,293.19,33
clean,clean,1,1,1,0,1,0,61,0,3,265.76,8,465,294.19,34
clean,clean,1,1,1,0,1,1,83,0,3,64.97,5,893,526.2,171
clean,clean,2,9,9,2.25905,91,0,514,0,29,89.91,69.11,894,527.02,225
clean,clean,5,21,21,4.17699,26,26,308.76,0,30,34.46,33.52,466,294.76,366
clean,clean,2,2,2,0.918296,3,3,1802,0,29,0.1,308,467,295.7,203
clean,clean,2,2,2,1,2,2,1359,0,29,8.87,279,468,296.7,205
clean,clean,1,1,1,0,1,1,3533,0,29,0.16,603,895,527.25,86
buggy,buggy,1,4,4,2,4,4,49,0,3,270.34,2.25,896,524.72,141
clean,clean,1,2,2,0.890492,6,7,120.5,0,2,6.91,3,2217,698.25,117
clean,clean,1,1,1,0,5,5,627,0,2,325.4,3,236,131.63,33
clean,clean,1,1,1,0,5,5,627,0,2,325.4,3,237,132.63,34
clean,clean,1,1,1,0,2,2,391,0,3,225.07,3,469,293.86,76
clean,clean,1,1,1,0,2,2,391,0,4,9.82,5,470,294.86,77
clean,clean,1,7,8,2.47762,465,438,118.63,0,1,29.75,0.38,28,6.03,0
clean,clean,1,8,8,2.05295,154,36,106.5,0,3,7.18,0.63,2218,696.94,244
clean,clean,1,3,3,1.15955,9,8,185.67,0,2,0.06,1.67,2219,697.9,245
clean,clean,1,1,1,0,48,22,157,0,1,67.75,4,335,97.21,0
clean,clean,1,3,8,2.55699,91,103,144.75,1,3,230.09,0.75,336,98.21,19
clean,clean,3,14,32,4.55108,1387,122,51.56,0,9,33.09,1.75,337,99.21,22
clean,clean,2,11,24,3.96555,769,208,206.63,0,8,143.86,0.88,338,100.21,49
clean,clean,1,1,1,0,118,0,87,0,1,0.62,1,2220,698.47,246
clean,clean,1,1,1,0,3,3,391,0,3,0.89,4,471,295.38,78
clean,clean,1,1,1,0,3,3,391,0,4,0.88,6,472,296.38,79
clean,clean,1,1,3,1.58496,6,6,88,0,3,13.37,2,897,519.87,48
clean,clean,1,1,3,1.58496,6,6,87.33,0,2,328.72,1,898,520.86,49
clean,clean,1,2,2,0.650022,20,10,124,0,2,54.83,2,24,17.37,7
clean,clean,1,1,1,0,108,21,627,0,3,5.05,4,238,132.49,35
clean,clean,1,1,1,0,115,21,627,0,3,5.08,4,239,133.49,36
clean,clean,1,11,11,3.31742,70,51,100.27,0,5,35.71,2.09,899,521.21,244
clean,clean,1,2,2,0.999671,285,230,204,0,4,16.7,5,900,521.06,245
clean,clean,1,4,11,3.06534,1,47,166.73,0,6,5.33,0.82,339,100.63,22
clean,clean,1,1,1,0,2,2,2072,0,27,20.72,434,901,521.64,87
clean,clean,1,1,1,0,2,2,2647,0,29,13,551,902,522.64,88
clean,clean,1,1,1,0,2,2,3533,0,29,12.84,604,903,523.64,89
clean,clean,1,1,1,0,1,1,3533,0,29,0.14,605,240,134.04,77
clean,clean,1,1,1,0,62,9,263,0,1,0.67,1,904,524.46,246
clean,clean,1,2,2,0.766149,103,0,89.5,0,1,149.17,1.5,905,525.18,11
clean,clean,1,1,1,0,1,1,508,1,4,191.66,7,906,526.13,247
clean,clean,1,1,1,0,16,6,1687,1,6,84.58,8,135,97.63,57
clean,clean,1,1,1,0,16,6,1687,1,5,84.59,7,136,98.62,58
clean,clean,1,1,1,0,8,1,55,1,1,146.8,1,137,99.62,59
clean,clean,1,1,1,0,8,1,55,1,1,146.8,1,138,100.62,60
clean,clean,1,1,1,0,2,2,3533,0,29,1.11,606,241,134.79,78
clean,clean,1,1,1,0,1,1,3533,0,29,2.7,607,242,135.17,79
clean,clean,1,1,1,0,6,1,222,1,5,37.86,12,907,524.04,248
clean,clean,1,1,1,0,6,1,204,1,4,263.86,7,908,525.04,249
clean,clean,1,1,1,0,7,1,80,0,2,166.04,2,473,292.38,36
clean,clean,1,1,1,0,7,1,80,0,2,166.05,2,474,293.38,37
clean,clean,1,2,2,1,4,4,408.5,0,6,45.11,7,475,294.38,99
clean,clean,1,2,2,1,4,4,408.5,0,6,45.14,7,476,295.38,100
clean,clean,1,1,1,0,28,2,486,1,4,132.99,5,477,296.34,101
clean,clean,1,1,1,0,28,2,484,1,4,132.99,5,478,297.34,102
clean,clean,1,2,2,0.996792,10,5,121.5,1,1,384.01,0.5,479,298.34,103
clean,clean,1,3,3,1.58219,14,9,102,1,4,196.46,2,480,299.34,104
clean,clean,1,28,43,4.02851,685,518,195.07,1,11,119.45,1.37,2221,692.27,247
clean,clean,1,4,4,1.35935,22,21,174.25,0,6,67.14,4.25,909,525.82,250
clean,clean,1,1,2,0.991618,63,2,225.5,0,4,124.48,9.5,910,526.13,12
buggy,buggy,1,1,2,0.991618,2,63,256,0,5,0.12,10,911,527.02,13
clean,clean,4,20,24,3.81157,1688,0,165.63,0,29,9.26,28,912,527.97,393
clean,clean,1,2,2,0.162326,78,6,355,1,4,317.72,3,481,299.39,105
clean,clean,1,2,2,0.162326,78,6,331.5,1,14,359.8,66.5,482,300.36,76
clean,clean,1,2,2,0.156491,80,8,352,1,5,125.66,6,483,301.36,106
clean,clean,1,5,5,1.07369,155,82,81.8,0,2,41.83,0.8,913,528.25,252
clean,clean,2,3,4,1.50997,11,10,112.75,0,7,5.36,6.5,914,529.07,304
clean,clean,1,1,1,0,1,1,571,1,13,0.97,130,484,301.81,77
clean,clean,2,2,2,0.706864,131,4,116,0,1,0.43,1,915,529.29,426
clean,clean,1,1,1,0,7,0,513,0,2,198.22,3,243,135.43,55
clean,clean,1,1,1,0,22,19,318,0,1,2.98,3,916,530.12,255
clean,clean,1,1,1,0,4,1,250,0,1,0.31,3,917,531.01,256
clean,clean,1,3,6,2.22107,117,17,151.17,1,3,30.55,2.33,918,531.33,257
clean,clean,1,3,6,2.25256,116,21,143.33,1,2,178.22,1.17,919,532.3,258
clean,clean,1,7,7,2.409,1016,0,0,0,0,0,0,2222,690.35,4
clean,clean,1,1,1,0,3,3,512,1,4,4.01,6,920,533.27,259
clean,clean,1,1,1,0,3,3,510,1,4,4.01,6,921,534.27,260
clean,clean,1,1,1,0,445,0,0,0,0,0,0,2223,691.34,5
clean,clean,1,1,1,0,5,4,445,0,1,0,1,2224,692.34,6
clean,clean,3,26,44,4.12283,2426,2299,283.57,1,32,25.86,14.91,2225,691.9,379
clean,clean,1,1,1,0,2,2,551,0,3,306.58,6,485,300.58,107
clean,clean,1,1,1,0,2,2,551,0,3,306.58,6,486,301.58,108
clean,clean,1,1,1,0,1,1,330,1,3,51.4,6,922,532.67,261
clean,clean,1,1,1,0,1,1,322,1,2,114.84,2,923,533.67,262
clean,clean,1,1,1,0,6,0,3567,0,29,1.14,610,924,534.44,91
clean,clean,1,4,5,1.80909,146,18,179,0,3,109.98,0.8,925,534.75,263
clean,clean,1,1,1,0,9,0,63,0,4,88.78,5,926,535.69,264
clean,clean,1,1,1,0,31,0,92,0,5,150.87,8,487,301.87,9
clean,clean,1,1,1,0,14,0,50,0,4,46.07,5,488,302.87,109
clean,clean,1,1,1,0,35,5,318,0,1,2.11,2,489,303.87,110
clean,clean,1,2,2,0.99403,20,2,241.5,0,5,57.27,8,139,99.25,19
clean,clean,2,14,15,2.65774,37,35,153.47,0,7,28.48,3.07,140,100.25,77
clean,clean,1,1,1,0,2,2,521,0,3,85.74,34,927,536.43,14
clean,clean,3,36,53,5.72792,53,53,67.7,0,2,286.63,0.58,212,55.98,8
clean,clean,1,1,1,0,18,1,59,0,5,69.8,8,490,304.35,111
clean,clean,1,1,1,0,1,1,382,0,8,54.44,81,928,536.29,173
clean,clean,1,1,1,0,5,6,3573,0,29,2.71,611,491,304.89,131
clean,clean,1,2,2,0.825627,100,8,359.5,1,7,260.48,6.5,929,534.85,142
clean,clean,1,2,2,0.825627,100,8,359.5,1,6,286.76,5.5,930,535.85,143
clean,clean,1,1,1,0,1,1,3572,0,29,2.69,612,340,99.81,31
clean,clean,1,1,1,0,5,0,992,0,6,66.83,13,1,0.92,1
clean,clean,1,1,1,0,5,0,982,0,4,207.1,8,2,1.92,2
buggy,buggy,1,1,1,0,1,0,159,0,1,33.48,1,931,535.1,265
clean,clean,1,1,4,1.82625,13,13,275.75,0,4,31.39,2.5,932,536.02,52
clean,clean,1,1,4,1.82625,13,13,275.75,0,3,192.83,1.75,933,537.02,53
clean,clean,1,1,1,0,3,3,52,0,1,33.48,1,934,537.76,144
clean,clean,1,1,1,0,3,0,125,0,1,75.9,1,935,538.32,266
clean,clean,1,1,1,0,3,0,125,0,1,75.84,1,936,539.32,267
clean,clean,1,5,7,1.63906,263,10,83.29,0,6,264.59,1.29,492,303.04,112
clean,clean,1,1,1,0,1,1,3572,0,29,2.53,613,493,303.98,132
clean,clean,1,3,3,1.52169,155,0,0,0,0,0,0,2226,686.09,7
clean,clean,3,4,4,1.15105,44,6,938.75,0,29,50.67,154,494,304.82,296
clean,clean,2,3,3,0.781512,38,26,1241,0,29,0.17,205.33,2227,686.87,374
clean,clean,1,1,1,0,1,1,101,1,1,141.81,1,937,539.4,145
clean,clean,1,1,1,0,1,1,101,1,1,141.81,2,938,540.4,146
clean,clean,1,1,1,0,5,1,3622,0,29,0.43,616,939,541.33,92
clean,clean,3,5,5,0.965638,44,44,833,0,29,62.18,126,244,133.46,129
clean,clean,1,1,1,0,1,1,510,1,4,12.11,7,245,134.46,56
clean,clean,1,1,1,0,1,1,512,1,4,12.11,7,246,135.46,57
clean,clean,1,16,37,4.90405,2560,0,0,0,0,0,0,940,542.08,174
clean,clean,1,2,2,0.811278,4,4,211.5,0,2,86.73,4,941,543.08,268
clean,clean,2,9,27,3.56129,280,212,140.59,0,7,310.38,1.15,2228,687.1,368
clean,clean,1,1,1,0,31,7,77,0,3,16.46,4,2229,688.09,251
